LOKI:	 Q: 0.0869445 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.08698 ;	 4.60811 ;	 -0.0984584 ;	 -1.12069e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9867 ;	 245.022 ;	 4.39981e-08 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2292 ;	 180 ;	 0 ;|t -0.00110685 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.59803e-05 ;	 6293
ODIN:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869157 ;	 4.60811 ;	 -0.0984583 ;	 1.03646e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9438 ;	 245.022 ;	 -1.82954e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2291 ;	 180 ;	 0 ;|t 0.00102367 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.17356e-05 ;	 6293
FRIGG:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869096 ;	 4.60811 ;	 -0.0984905 ;	 1.2644e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9398 ;	 245.022 ;	 2.10764e-08 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2452 ;	 180 ;	 0 ;|t 0.00124879 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.34065e-05 ;	 6293
THOR:	 Q: 0 ;	1.24958 ;	1.84235 ;	0 ;	-0.992653 ;	-1.565 ;	|Torque: 2.92481e-05 ;	 4.60885 ;	 -0.336478 ;	 -1.04145e-06 ;	 -0.56539 ;	 -1.69872 ;	 |MotorD: 180 ;	 0 ;|t 0.0194987 ;	 251.596 ;	 -4.76329e-07 ;|t 2304.43 ;	 195.559 ;	 0 ;|t -168.239 ;	 180 ;	 0 ;|t -0.0010286 ;	 102.373 ;	 0 ;|t -734.33 ;	 -11.3767 ;	 0 ;|t -1153.14 ;	 6327
LOKI:	 Q: 0.0869445 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.08698 ;	 4.60811 ;	 -0.0984584 ;	 -1.12069e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9867 ;	 245.022 ;	 4.39981e-08 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2292 ;	 180 ;	 0 ;|t -0.00110685 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.59803e-05 ;	 6327
ODIN:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869157 ;	 4.60811 ;	 -0.0984583 ;	 1.03646e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9438 ;	 245.022 ;	 -1.82954e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2291 ;	 180 ;	 0 ;|t 0.00102367 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.17356e-05 ;	 6327
FRIGG:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869096 ;	 4.60811 ;	 -0.0984905 ;	 1.2644e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9398 ;	 245.022 ;	 2.10764e-08 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2452 ;	 180 ;	 0 ;|t 0.00124879 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.34065e-05 ;	 6327
THOR:	 Q: 0 ;	1.24958 ;	1.84235 ;	0 ;	-0.992653 ;	-1.565 ;	|Torque: 2.92086e-05 ;	 4.60885 ;	 -0.336478 ;	 -1.04802e-06 ;	 -0.565422 ;	 -1.69874 ;	 |MotorD: 180 ;	 0 ;|t 0.0194724 ;	 251.596 ;	 2.21188e-07 ;|t 2304.43 ;	 195.559 ;	 0 ;|t -168.239 ;	 180 ;	 0 ;|t -0.00103508 ;	 102.373 ;	 0 ;|t -734.33 ;	 -11.3767 ;	 0 ;|t -1153.16 ;	 6365
LOKI:	 Q: 0.0869445 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.086978 ;	 4.60811 ;	 -0.0984586 ;	 -1.1229e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9853 ;	 245.022 ;	 1.52469e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2293 ;	 180 ;	 0 ;|t -0.00110904 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.44195e-05 ;	 6365
ODIN:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869157 ;	 4.60811 ;	 -0.0984586 ;	 1.0389e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9438 ;	 245.022 ;	 2.05406e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2293 ;	 180 ;	 0 ;|t 0.00102607 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.28485e-05 ;	 6365
FRIGG:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869096 ;	 4.60811 ;	 -0.0984907 ;	 1.26661e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9397 ;	 245.022 ;	 7.7116e-08 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2454 ;	 180 ;	 0 ;|t 0.00125097 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.48252e-05 ;	 6365
THOR:	 Q: 0 ;	1.24958 ;	1.84235 ;	0 ;	-0.992653 ;	-1.565 ;	|Torque: 2.92504e-05 ;	 4.60885 ;	 -0.336446 ;	 -1.04156e-06 ;	 -0.565422 ;	 -1.69874 ;	 |MotorD: 180 ;	 0 ;|t 0.0195002 ;	 251.596 ;	 2.17523e-07 ;|t 2304.43 ;	 195.559 ;	 0 ;|t -168.223 ;	 180 ;	 0 ;|t -0.0010287 ;	 102.373 ;	 0 ;|t -734.33 ;	 -11.3767 ;	 0 ;|t -1153.16 ;	 6405
LOKI:	 Q: 0.0869445 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.086978 ;	 4.60811 ;	 -0.0984586 ;	 -1.1243e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9853 ;	 245.022 ;	 5.79644e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2293 ;	 180 ;	 0 ;|t -0.00111042 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.3095e-05 ;	 6405
ODIN:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869176 ;	 4.60811 ;	 -0.0984586 ;	 1.04018e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9451 ;	 245.022 ;	 -6.88314e-08 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2293 ;	 180 ;	 0 ;|t 0.00102733 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.50769e-05 ;	 6405
FRIGG:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869096 ;	 4.60811 ;	 -0.0984905 ;	 1.26653e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9397 ;	 245.022 ;	 6.77787e-09 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2453 ;	 180 ;	 0 ;|t 0.00125089 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.41297e-05 ;	 6405
THOR:	 Q: 0 ;	1.24958 ;	1.84235 ;	0 ;	-0.992653 ;	-1.565 ;	|Torque: 2.92223e-05 ;	 4.60888 ;	 -0.336446 ;	 -1.04464e-06 ;	 -0.565406 ;	 -1.69875 ;	 |MotorD: 180 ;	 0 ;|t 0.0194815 ;	 251.596 ;	 1.61331e-07 ;|t 2304.44 ;	 195.559 ;	 0 ;|t -168.223 ;	 180 ;	 0 ;|t -0.00103175 ;	 102.373 ;	 0 ;|t -734.342 ;	 -11.3767 ;	 0 ;|t -1153.16 ;	 6445
LOKI:	 Q: 0.0869445 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.086978 ;	 4.60811 ;	 -0.0984585 ;	 -1.12366e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9853 ;	 245.022 ;	 1.89517e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2292 ;	 180 ;	 0 ;|t -0.00110978 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.36299e-05 ;	 6445
ODIN:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869177 ;	 4.60811 ;	 -0.0984586 ;	 1.0394e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9451 ;	 245.022 ;	 5.06404e-08 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2293 ;	 180 ;	 0 ;|t 0.00102657 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.44698e-05 ;	 6445
FRIGG:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869096 ;	 4.60811 ;	 -0.0984907 ;	 1.26605e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9397 ;	 245.022 ;	 6.13267e-08 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2453 ;	 180 ;	 0 ;|t 0.00125042 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.38522e-05 ;	 6445
THOR:	 Q: 0 ;	1.24958 ;	1.84235 ;	0 ;	-0.992653 ;	-1.565 ;	|Torque: 2.92466e-05 ;	 4.60885 ;	 -0.336446 ;	 -1.04128e-06 ;	 -0.565422 ;	 -1.69874 ;	 |MotorD: 180 ;	 0 ;|t 0.0194977 ;	 251.596 ;	 -1.03616e-07 ;|t 2304.43 ;	 195.559 ;	 0 ;|t -168.223 ;	 180 ;	 0 ;|t -0.00102843 ;	 102.373 ;	 0 ;|t -734.33 ;	 -11.3767 ;	 0 ;|t -1153.16 ;	 6488
LOKI:	 Q: 0.0869445 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.086978 ;	 4.60811 ;	 -0.0984586 ;	 -1.12506e-06 ;	 0.939094 ;	 -0.626063 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9853 ;	 245.022 ;	 -6.05021e-08 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2293 ;	 180 ;	 0 ;|t -0.00111117 ;	 232.8 ;	 0 ;|t -695.625 ;	 127.2 ;	 0 ;|t -7.34864e-05 ;	 6488
ODIN:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869176 ;	 4.60811 ;	 -0.0984587 ;	 1.0396e-06 ;	 0.939094 ;	 -0.626063 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9451 ;	 245.022 ;	 3.76318e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2293 ;	 180 ;	 0 ;|t 0.00102677 ;	 232.8 ;	 0 ;|t -695.625 ;	 127.2 ;	 0 ;|t -7.54435e-05 ;	 6488
FRIGG:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869096 ;	 4.60811 ;	 -0.0984906 ;	 1.26698e-06 ;	 0.939094 ;	 -0.626063 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9397 ;	 245.022 ;	 -2.37899e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2453 ;	 180 ;	 0 ;|t 0.00125134 ;	 232.8 ;	 0 ;|t -695.625 ;	 127.2 ;	 0 ;|t -7.33864e-05 ;	 6488
THOR:	 Q: 0 ;	1.24958 ;	1.84235 ;	0 ;	-0.992653 ;	-1.565 ;	|Torque: 2.92466e-05 ;	 4.60885 ;	 -0.336446 ;	 -1.04128e-06 ;	 -0.565422 ;	 -1.69874 ;	 |MotorD: 180 ;	 0 ;|t 0.0194977 ;	 251.596 ;	 -1.03616e-07 ;|t 2304.43 ;	 195.559 ;	 0 ;|t -168.223 ;	 180 ;	 0 ;|t -0.00102843 ;	 102.373 ;	 0 ;|t -734.33 ;	 -11.3767 ;	 0 ;|t -1153.16 ;	 6527
LOKI:	 Q: 0.0869445 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.086978 ;	 4.60811 ;	 -0.0984586 ;	 -1.12506e-06 ;	 0.939094 ;	 -0.626063 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9853 ;	 245.022 ;	 -6.05021e-08 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2293 ;	 180 ;	 0 ;|t -0.00111117 ;	 232.8 ;	 0 ;|t -695.625 ;	 127.2 ;	 0 ;|t -7.34864e-05 ;	 6527
ODIN:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869176 ;	 4.60811 ;	 -0.0984587 ;	 1.0396e-06 ;	 0.939094 ;	 -0.626063 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9451 ;	 245.022 ;	 3.76318e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2293 ;	 180 ;	 0 ;|t 0.00102677 ;	 232.8 ;	 0 ;|t -695.625 ;	 127.2 ;	 0 ;|t -7.54435e-05 ;	 6527
FRIGG:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869096 ;	 4.60811 ;	 -0.0984906 ;	 1.26698e-06 ;	 0.939094 ;	 -0.626063 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9397 ;	 245.022 ;	 -2.37899e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2453 ;	 180 ;	 0 ;|t 0.00125134 ;	 232.8 ;	 0 ;|t -695.625 ;	 127.2 ;	 0 ;|t -7.33864e-05 ;	 6527
THOR:	 Q: 0 ;	1.24958 ;	1.84235 ;	0 ;	-0.992653 ;	-1.565 ;	|Torque: 2.92486e-05 ;	 4.60888 ;	 -0.336445 ;	 -1.04243e-06 ;	 -0.565374 ;	 -1.69873 ;	 |MotorD: 180 ;	 0 ;|t 0.0194991 ;	 251.596 ;	 -3.27659e-07 ;|t 2304.44 ;	 195.559 ;	 0 ;|t -168.223 ;	 180 ;	 0 ;|t -0.00102957 ;	 102.373 ;	 0 ;|t -734.342 ;	 -11.3767 ;	 0 ;|t -1153.14 ;	 6562
LOKI:	 Q: 0.0869445 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.086978 ;	 4.60811 ;	 -0.098491 ;	 -1.12394e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9853 ;	 245.022 ;	 6.5905e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2455 ;	 180 ;	 0 ;|t -0.00111007 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.31434e-05 ;	 6562
ODIN:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869156 ;	 4.60811 ;	 -0.0984586 ;	 1.03939e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9438 ;	 245.022 ;	 -4.73867e-08 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2293 ;	 180 ;	 0 ;|t 0.00102656 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.32246e-05 ;	 6562
FRIGG:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869116 ;	 4.60811 ;	 -0.098491 ;	 1.26686e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9411 ;	 245.022 ;	 1.40279e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2455 ;	 180 ;	 0 ;|t 0.00125122 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.50432e-05 ;	 6562
THOR:	 Q: 0 ;	1.24958 ;	1.84235 ;	0 ;	-0.992653 ;	-1.565 ;	|Torque: 2.92445e-05 ;	 4.60885 ;	 -0.336478 ;	 -1.04205e-06 ;	 -0.565406 ;	 -1.69875 ;	 |MotorD: 180 ;	 0 ;|t 0.0194963 ;	 251.596 ;	 -1.23471e-07 ;|t 2304.43 ;	 195.559 ;	 0 ;|t -168.239 ;	 180 ;	 0 ;|t -0.00102919 ;	 102.373 ;	 0 ;|t -734.342 ;	 -11.3767 ;	 0 ;|t -1153.16 ;	 6592
LOKI:	 Q: 0.0869445 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.086978 ;	 4.60811 ;	 -0.0984587 ;	 -1.12498e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9853 ;	 245.022 ;	 2.34624e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2294 ;	 180 ;	 0 ;|t -0.00111109 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.35593e-05 ;	 6592
ODIN:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869156 ;	 4.60814 ;	 -0.0984587 ;	 1.04059e-06 ;	 0.939094 ;	 -0.626063 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9437 ;	 245.022 ;	 2.17467e-07 ;|t 2304.07 ;	 197.021 ;	 0 ;|t -49.2293 ;	 180 ;	 0 ;|t 0.00102774 ;	 232.8 ;	 0 ;|t -695.625 ;	 127.2 ;	 0 ;|t -7.55702e-05 ;	 6592
FRIGG:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869096 ;	 4.60811 ;	 -0.0984584 ;	 1.26774e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9397 ;	 245.022 ;	 -3.91468e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2292 ;	 180 ;	 0 ;|t 0.00125209 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.44154e-05 ;	 6592
THOR:	 Q: 0 ;	1.24958 ;	1.84235 ;	0 ;	-0.992653 ;	-1.565 ;	|Torque: 2.92122e-05 ;	 4.60885 ;	 -0.336478 ;	 -1.04636e-06 ;	 -0.565422 ;	 -1.69874 ;	 |MotorD: 180 ;	 0 ;|t 0.0194748 ;	 251.596 ;	 3.42456e-07 ;|t 2304.43 ;	 195.559 ;	 0 ;|t -168.239 ;	 180 ;	 0 ;|t -0.00103345 ;	 102.373 ;	 0 ;|t -734.33 ;	 -11.3767 ;	 0 ;|t -1153.16 ;	 6635
LOKI:	 Q: 0.0869445 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.086978 ;	 4.60811 ;	 -0.0984586 ;	 -1.12228e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9853 ;	 245.022 ;	 -3.13753e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2293 ;	 180 ;	 0 ;|t -0.00110843 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.41016e-05 ;	 6635
ODIN:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869177 ;	 4.60814 ;	 -0.0984586 ;	 1.03901e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9451 ;	 245.022 ;	 -3.06249e-07 ;|t 2304.07 ;	 197.021 ;	 0 ;|t -49.2293 ;	 180 ;	 0 ;|t 0.00102618 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.39736e-05 ;	 6635
FRIGG:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869116 ;	 4.60811 ;	 -0.0984911 ;	 1.26479e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9411 ;	 245.022 ;	 2.46819e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2455 ;	 180 ;	 0 ;|t 0.00124917 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.35394e-05 ;	 6635
THOR:	 Q: 0 ;	1.24958 ;	1.84235 ;	0 ;	-0.992653 ;	-1.565 ;	|Torque: 2.92122e-05 ;	 4.60885 ;	 -0.336478 ;	 -1.04636e-06 ;	 -0.565422 ;	 -1.69874 ;	 |MotorD: 180 ;	 0 ;|t 0.0194748 ;	 251.596 ;	 3.42456e-07 ;|t 2304.43 ;	 195.559 ;	 0 ;|t -168.239 ;	 180 ;	 0 ;|t -0.00103345 ;	 102.373 ;	 0 ;|t -734.33 ;	 -11.3767 ;	 0 ;|t -1153.16 ;	 6673
LOKI:	 Q: 0.0869445 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.086978 ;	 4.60811 ;	 -0.0984586 ;	 -1.12228e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9853 ;	 245.022 ;	 -3.13753e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2293 ;	 180 ;	 0 ;|t -0.00110843 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.41016e-05 ;	 6673
ODIN:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869177 ;	 4.60814 ;	 -0.0984586 ;	 1.03901e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9451 ;	 245.022 ;	 -3.06249e-07 ;|t 2304.07 ;	 197.021 ;	 0 ;|t -49.2293 ;	 180 ;	 0 ;|t 0.00102618 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.39736e-05 ;	 6673
FRIGG:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869116 ;	 4.60811 ;	 -0.0984911 ;	 1.26479e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9411 ;	 245.022 ;	 2.46819e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2455 ;	 180 ;	 0 ;|t 0.00124917 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.35394e-05 ;	 6673
THOR:	 Q: 0 ;	1.24958 ;	1.84235 ;	0 ;	-0.992653 ;	-1.565 ;	|Torque: 2.92296e-05 ;	 4.60888 ;	 -0.336478 ;	 -1.04284e-06 ;	 -0.565422 ;	 -1.69874 ;	 |MotorD: 180 ;	 0 ;|t 0.0194864 ;	 251.596 ;	 -3.8464e-07 ;|t 2304.44 ;	 195.559 ;	 0 ;|t -168.239 ;	 180 ;	 0 ;|t -0.00102996 ;	 102.373 ;	 0 ;|t -734.33 ;	 -11.3767 ;	 0 ;|t -1153.16 ;	 6717
LOKI:	 Q: 0.0869445 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.086978 ;	 4.60811 ;	 -0.0984582 ;	 -1.12181e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9853 ;	 245.022 ;	 -2.66621e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2291 ;	 180 ;	 0 ;|t -0.00110796 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.58818e-05 ;	 6717
ODIN:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869176 ;	 4.60811 ;	 -0.0984585 ;	 1.04001e-06 ;	 0.93911 ;	 -0.626073 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9451 ;	 245.022 ;	 -2.19275e-07 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2293 ;	 180 ;	 0 ;|t 0.00102717 ;	 232.8 ;	 0 ;|t -695.637 ;	 127.2 ;	 0 ;|t -7.50658e-05 ;	 6717
FRIGG:	 Q: 0.0869448 ;	1.13485 ;	1.86787 ;	0 ;	-0.921528 ;	-8.8772e-08 ;	|Torque: 0.0869096 ;	 4.60811 ;	 -0.0984906 ;	 1.26512e-06 ;	 0.939094 ;	 -0.626063 ;	 |MotorD: 184.982 ;	 0 ;|t 57.9397 ;	 245.022 ;	 -6.57565e-08 ;|t 2304.06 ;	 197.021 ;	 0 ;|t -49.2453 ;	 180 ;	 0 ;|t 0.0012495 ;	 232.8 ;	 0 ;|t -695.625 ;	 127.2 ;	 0 ;|t -7.28605e-05 ;	 6717
THOR:	 Q: 0 ;	1.24958 ;	1.84235 ;	0 ;	-0.992653 ;	-1.565 ;	|Torque: 2.92487e-05 ;	 4.60888 ;	 -0.336445 ;	 -1.04047e-06 ;	 -0.565422 ;	 -1.69874 ;	 |MotorD: 180 ;	 0 ;|t 0.0194992 ;	 251.596 ;	 -4.22538e-07 ;|t 2304.44 ;	 195.559 ;	 0 ;|t -168.223 ;	 180 ;	 0 ;|t -0.00102762 ;	 102.373 ;	 0 ;|t -734.33 ;	 -11.3767 ;	 0 ;|t -1153.16 ;	 6749
